event_type,repo,actor,created_at,text,in_reply_to
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T08:19:11Z,"ollama will load as much of the model in to VRAM as it thinks will fit.  There are ways to override it, but it may lead to performance degradation or crashing.  If you provide [server logs](https://github.com/ollama/ollama/blob/main/docs/troubleshooting.md#how-to-troubleshoot-issues) it may aid in providing a solution.",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T08:25:29Z,"What was the response you got from the CLI?  I found them pretty similar.
```console
$ ollama run phi4:14b-q8_0
>>> What can you do keep it short.
To keep your writing or presentation short and concise, consider these tips:

1. **Identify the Core Message**: Focus on the main point you want to convey.
2. **Use Simple Language**: Avoid jargon and complex sentences.
3. **Eliminate Redundancies**: Remove repetitive information.
4. **Prioritize Information**: Include only what is necessary for understanding.
5. **Be Direct**: Get straight to the point without unnecessary introductions or conclusions.
6. **Utilize Bullet Points**: Break down information into concise, digestible points.
7. **Edit Ruthlessly**: Cut out any fluff or non-essential content.

By applying these strategies, you can ensure your message is clear and concise.

>>> Send a message (/? for help)
```
```console
$ curl -s http://localhost:11434/api/generate -d ""{ \""model\"": \""phi4:14b-q8_0\"",  \""prompt\"": \""What can you do",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T08:26:47Z,Try increasing context size (`num_ctx`).,
IssueCommentEvent,deepseek-ai/DeepSeek-R1,PeterXiaTian,2025-01-21T08:35:26Z,+1 ,
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T08:37:07Z,"What happens if you run
```
/usr/local/bin/ollama -v
```",
IssueCommentEvent,langchain-ai/langchain,liorbalmas,2025-01-21T08:40:52Z,"Same issue here


### With Langchain:

```
from langchain_huggingface import HuggingFaceEndpoint

llm = HuggingFaceEndpoint(    
    repo_id=""meta-llama/Llama-3.3-70B-Instruct"",
    max_new_tokens=100, 
    huggingfacehub_api_token=huggingfacehub_api_token
)
print(llm.invoke(""Name only: what's the highest mountain in the world?""))

```

### Result:
  
Mount Everest
The highest mountain in the world is Mount Everest.  
The highest mountain in the world is Mount Everest.  
The highest mountain in the world is Mount Everest.  
The highest mountain in the world is Mount Everest.  
Mount Everest
Mount Everest
The highest mountain in the world is Mount Everest.  
The highest mountain in the world is Mount Everest.  
Mount Everest
Mount Everest
Mount Everest
Mount Everest
Mount Everest
Mount Everest
Mount Everest
Mount Everest


### Without Langchain:
```
from huggingface_hub import InferenceClient

client = InferenceClient(api_key=huggingfacehub_api_token)

messages = [
	{ ""role"": ""user"", ""c",
IssueCommentEvent,ollama/ollama,KricejJanezMartin,2025-01-21T08:55:15Z,"Hello!
This occurred to me also. We are still having issues with llama3.3 70b when pulling. The same error also occurs with the deepseek-r1 70b model.
I ran memtest on all 128GB of RAM and found no issues. Is there a possible fix in the works?",
IssuesEvent,deepseek-ai/DeepSeek-R1,PeterXiaTian,2025-01-21T09:02:50Z,如下文 冷启动数据是怎么来的？,
IssuesEvent,langchain-ai/langchain,rajban94,2025-01-21T09:08:44Z,"SSL certificate verification failed issue for Chatgroq ### URL

_No response_

### Checklist

- [x] I added a very descriptive title to this issue.
- [x] I included a link to the documentation page I am referring to (if applicable).

### Issue with current documentation:

I have created one sql agent and calling the llm using Chatgroq. I have also kept the goq api key in the environment and loading it in my solution. When i am using app.invoke(message) i am getting SSL error. Is there a way to by pass the SSL error i am getting. I have searched online and got some solution from stack overflow but it not worked.

### Idea or request for content:

_No response_",
IssueCommentEvent,ollama/ollama,EdoaLive,2025-01-21T09:16:50Z,"Hello, tested this branch on Windows and after a little tinkering it seems to work quite well. (I tested the previous 0.4.x version,  haven't tested the 0.5 port yet) 
I have a question though, for more Vulkan experts: does Vulkan use GTT memory by default on integrated GPUs? (see #6282 which I also tested but on Linux)
I tried just for playing to add a  `*4` on the lines in `gpu.go` where it assesses the free/total video memory and it works with a bigger model than my VRAM, but the performance is relatively bad. I don't know if the GPU have low performance (it's a Ryzen 4500U) or the Vulkan driver ""wastes time"" to move the model around from ram to VRAM. While doing this test I can see on the task manager the ""Shared GPU memory"" usage growing.
If it's moving memory, is there a way to tell Vulkan to directly read/write from ""shared"" (GTT?) memory? On the other hand, if it's actually using ""shared"" memory, is there a way (with Vulkan) to correctly report the free ""shared"" memory to Ol",
IssueCommentEvent,langchain-ai/langchain,faileon,2025-01-21T09:18:03Z,"I am also experiencing ultra slow responses, just now I was waiting for a single embedding request for `1:23.705 (m:ss.mmm)`, huh?",
PullRequestReviewCommentEvent,langchain-ai/langchain,cbornet,2025-01-21T09:26:14Z,"Indeed!
Done in https://github.com/langchain-ai/langchain/pull/29271/commits/454b292ba46aff42779406d7c002589481f96f03",1922821294.0
PullRequestReviewCommentEvent,ollama/ollama,Th3On3,2025-01-21T09:35:02Z,"Yes, you already commented on 13/12/2024. Just adjust sequence to leverage that, like you commented. I just proposed this pull request, because the oficial documentation was lacking the removing of ollama libraries.

Best regards.",1921617062.0
PullRequestEvent,langchain-ai/langchain,adiguno,2025-01-21T09:38:36Z,"Update rag.ipynb with missing pip dependency langchain_openai Thank you for contributing to LangChain!

- [ ] **PR title**: ""docs: add missing pip dependency `langchain_openai` to `rag.ipynb""



    - **Description:** add missing pip dependency `langchain_openai`
    - **Twitter handle:** dian_tweets",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T09:38:40Z,"[vc]: #JmWiUslHHNH1YnhfTueRPo/AR1EdXBoHzMV0O/PhUYA=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluL0FQN0M3eEV4RjNBZWZpcURyeVdBMUFTM25oRXciLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWFkaWd1bm8tbWFzdGVyLWxhbmdjaGFpbi52ZXJjZWwuYXBwIiwibmV4dENvbW1pdFN0YXR1cyI6IlBFTkRJTkciLCJsaXZlRmVlZGJhY2siOnsicmVzb2x2ZWQiOjAsInVucmVzb2x2ZWQiOjAsInRvdGFsIjowLCJsaW5rIjoibGFuZ2NoYWluLWdpdC1mb3JrLWFkaWd1bm8tbWFzdGVyLWxhbmdjaGFpbi52ZXJjZWwuYXBwIn19XX0=
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/AP7C7xExF3AefiqDryWA1AS3nhEw)) | [Visit Preview](https://langchain-git-fork-adiguno-master-langchain.vercel.app) | 💬 [",
IssueCommentEvent,ollama/ollama,neuhaus,2025-01-21T09:41:42Z,"I have an issue where ollama in the docker container stops recognizing the nVidia card **after a while**. 
In the ollama docker log, i get this message:
`ggml_cuda_init: failed to initialize CUDA: no CUDA-capable device is detected`
whereas when it detects the card successfully, it looks like this:
```
ggml_cuda_init: found 1 CUDA devices:
  Device 0: NVIDIA RTX 4000 SFF Ada Generation, compute capability 8.9, VMM: yes

```
Restarting the docker container resolves the issue.

Here is the relevant part of my compose.yml file:
```
version: '3.8'
services:
  ollama:
    image: ollama/ollama
    runtime: nvidia
    environment:
      - NVIDIA_VISIBLE_DEVICES=all
    container_name: ollama
    networks:
      - ollama_network
    deploy:
      resources:
        reservations:
          devices:
            - driver: nvidia
              count: all
              capabilities: [""gpu""]  # enables GPU usage
    restart: unless-stopped
```

I'm using  nvidia-container-toolkit 1.17.3-1 on Ubuntu ",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,lzl-mt,2025-01-21T09:42:09Z,x2 + 4,
IssueCommentEvent,ollama/ollama,neuhaus,2025-01-21T09:42:47Z,"> In the beginning, the processing speed is about 1 to 2 items/s, after processing a few thousands of queries, it slows down to 10 to 12 items/s, and it gets worse over time.

Can you clarify? Is it seconds per item?",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T09:44:09Z,"ollama supports multiple images, but most models do not.  Note how llava merges the two images and describes a kitten with the collar from the puppy image.

```console
$ for i in minicpm-v:8b-2.6-q4_K_M moondream:1.8b-v2-fp16 llava ; do 
  echo $i ; 
  echo '{""model"": ""'$i'"",""messages"":[{""role"":""user"",""content"":""describe the animals shown in the images"",""images"": [""'""$(base64 puppy.jpg)""'"",""'""$(base64 kitten.jpg)""'""]}],""stream"":false}' | curl -s http://localhost:11434/api/chat -d @- | jq -r .message.content ;
done

#minicpm-v:8b-2.6-q4_K_M
The first image shows a small white puppy sitting on what appears to be concrete steps. The puppy
has bright eyes and is wearing a red collar with a bell attached.

The second image depicts an orange kitten lying down, looking directly at the camera. It has large,
expressive greenish-yellow eyes and pointed ears typical of many cat breeds.

#moondream:1.8b-v2-fp16
In the image, there is a cute orange kitten sitting on top of an object that appears to",
IssuesEvent,ollama/ollama,art4key,2025-01-21T09:52:17Z,"Error: unknown parameter 'tfs_z' ### What is the issue?

```
PS C:\Projects\project> ollama cp llama3.1 project
copied 'llama3.1' to 'project'
PS C:\Projects\project> ollama create project -f modelfile
gathering model components 
Error: unknown parameter 'tfs_z'
```

By specifying the tfs_z parameter in Modelfile I get an error that this parameter is unknown, however in previous versions of ollama (<0.5.0) it worked stably.

This parameter appears in the documentation https://github.com/ollama/ollama/blob/main/docs/modelfile.md, but creating a model with it is impossible.

### OS

Windows

### GPU

Nvidia

### CPU

AMD

### Ollama version

0.5.7",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T09:55:43Z,https://github.com/ollama/ollama/issues/8252,
IssueCommentEvent,langchain-ai/langchain,stefan-berkner-tilotech,2025-01-21T10:02:09Z,Should be ready now. Any feedback on the public read-only demo credentials?,
IssueCommentEvent,langchain-ai/langchain,hyejungg,2025-01-21T10:11:19Z,"@jimthompson5802 

Hi I met the same issue.

You and I have different versions, but when I look at the code, we have something in common that we are using 'ChatPromptTemplate.from_message()'.

- my version
```
langchain                 0.3.15
langchain-aws             0.2.10
langchain-community       0.3.15
langchain-core            0.3.31
```

First, use 'ChatPromptTemplate.from_template()' instead of 'ChatPromptTemplate.from_message()'! Then 'None' will not be returned.

But this is definitely a bug.



",
PullRequestEvent,deepseek-ai/DeepSeek-R1,brice1988,2025-01-21T10:13:31Z,Rename DeepSeek_R1.pdf to DeepSeek_R1B.pdf added B,
PullRequestEvent,ollama/ollama,rick-github,2025-01-21T10:21:45Z,"Remove tfs_z from documentation. tfs_z was removed from llama.cpp in https://github.com/ggerganov/llama.cpp/pull/10071 and the vendor sync in https://github.com/ollama/ollama/pull/7875 propagated it into ollama.

Fixes: https://github.com/ollama/ollama/issues/8514",
IssueCommentEvent,ollama/ollama,pannous,2025-01-21T10:34:39Z,Why hasn't this been merged yet?,
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T10:35:50Z,"It's not clear how much work you are doing for the symlinks, but you can largely automate it with a script, see https://github.com/ollama/ollama/issues/8466#issuecomment-2597731833.",
PullRequestEvent,langchain-ai/langchain,cbornet,2025-01-21T10:37:19Z,"core: Add ruff rules G, FA and ISC",
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T10:37:24Z,"[vc]: #JqC+nOXaIRRfMqQULcdXNKJHRTHhcLSPXHJQlH+FKtE=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluL0VhTTl0UVNnb01TWnJaTm1QbkZDaEw5MlhGbTgiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWNib3JuZXQtcnVmZi1jb3JlLWctbGFuZ2NoYWluLnZlcmNlbC5hcHAiLCJuZXh0Q29tbWl0U3RhdHVzIjoiUEVORElORyIsImxpdmVGZWVkYmFjayI6eyJyZXNvbHZlZCI6MCwidW5yZXNvbHZlZCI6MCwidG90YWwiOjAsImxpbmsiOiJsYW5nY2hhaW4tZ2l0LWZvcmstY2Jvcm5ldC1ydWZmLWNvcmUtZy1sYW5nY2hhaW4udmVyY2VsLmFwcCJ9fV19
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/EaM9tQSgoMSZrZNmPnFChL92XFm8)) | [Visit Preview](https://langchain-git-fork-cbornet-ruff-core-g-langchain.",
IssuesEvent,ollama/ollama,jiake55,2025-01-21T10:43:22Z,"permission denied [root@bogon ~]# ollama run qwen2.5:14b
pulling manifest
Error: pull model manifest: open /usr/share/ollama/.ollama/id_ed25519: permission denied
[root@bogon ~]#",
IssuesEvent,ollama/ollama,odrobnik,2025-01-21T11:10:13Z,"Missing tool support for DeepSeek-R1 70B ### What is the issue?

I tried `deepseek-r1:70B` and ollama claims that it doesn't support tools. 

```
{
  ""error"": {
    ""message"": ""registry.ollama.ai/library/deepseek-r1:70B does not support tools"",
    ""type"": ""api_error"",
    ""param"": null,
    ""code"": null
  }
```

Looks to me like the template you have is missing the rules for tools.

The current Ollama template:

```
{{- if .System }}{{ .System }}{{ end }}
{{- range $i, $_ := .Messages }}
{{- $last := eq (len (slice $.Messages $i)) 1}}
{{- if eq .Role ""user"" }}<｜User｜>{{ .Content }}
{{- else if eq .Role ""assistant"" }}<｜Assistant｜>{{ .Content }}{{- if not $last }}<｜end▁of▁sentence｜>{{- end }}
{{- end }}
{{- if and $last (ne .Role ""assistant"") }}<｜Assistant｜>{{- end }}
{{- end }}
```

The template from https://huggingface.co/unsloth/DeepSeek-R1-Distill-Llama-70B-GGUF has tool calls stuff:

```
{% if not add_generation_prompt is defined %}
    {% set add_generation_prompt = false %}
{% en",
IssueCommentEvent,ollama/ollama,rick-github,2025-01-21T11:22:56Z,"What's the output of
```
ls -ld /usr/share/ollama/.ollama/id_ed25519 /usr/share/ollama/.ollama /usr/share/ollama
```",
PullRequestEvent,langchain-ai/langchain,cbornet,2025-01-21T11:23:33Z,core: Add ruff rules PYI,
IssueCommentEvent,langchain-ai/langchain,vercel[bot],2025-01-21T11:23:38Z,"[vc]: #y0mzmtF7QNshHDSMvkffA4qoB1Fg3Fp9e+p+Z1gN3tU=:eyJpc01vbm9yZXBvIjp0cnVlLCJ0eXBlIjoiZ2l0aHViIiwicHJvamVjdHMiOlt7Im5hbWUiOiJsYW5nY2hhaW4iLCJyb290RGlyZWN0b3J5IjoiZG9jcyIsImluc3BlY3RvclVybCI6Imh0dHBzOi8vdmVyY2VsLmNvbS9sYW5nY2hhaW4vbGFuZ2NoYWluLzh0YmFQWTZCNmhFdVR1QWYySHNRR0duZ1B0QTIiLCJwcmV2aWV3VXJsIjoibGFuZ2NoYWluLWdpdC1mb3JrLWNib3JuZXQtcnVmZi1jb3JlLXB5aS1sYW5nY2hhaW4udmVyY2VsLmFwcCIsIm5leHRDb21taXRTdGF0dXMiOiJQRU5ESU5HIiwibGl2ZUZlZWRiYWNrIjp7InJlc29sdmVkIjowLCJ1bnJlc29sdmVkIjowLCJ0b3RhbCI6MCwibGluayI6ImxhbmdjaGFpbi1naXQtZm9yay1jYm9ybmV0LXJ1ZmYtY29yZS1weWktbGFuZ2NoYWluLnZlcmNlbC5hcHAifX1dfQ==
**The latest updates on your projects**. Learn more about [Vercel for Git ↗︎](https://vercel.link/github-learn-more)

| Name | Status | Preview | Comments | Updated (UTC) |
| :--- | :----- | :------ | :------- | :------ |
| **langchain** | 🔄 Building ([Inspect](https://vercel.com/langchain/langchain/8tbaPY6B6hEuTuAf2HsQGGngPtA2)) | [Visit Preview](https://langchain-git-fork-cbornet-ruff-core-pyi-",
IssueCommentEvent,ollama/ollama,NGC13009,2025-01-21T11:42:58Z,"> ollama will load as much of the model in to VRAM as it thinks will fit. There are ways to override it, but it may lead to performance degradation or crashing. If you provide [server logs](https://github.com/ollama/ollama/blob/main/docs/troubleshooting.md#how-to-troubleshoot-issues) it may aid in providing a solution.

The server logs only show very common records. I can explain my situation here: my models loaded in and were 100% GPU in the beginning. but when I opened multiple web pages, as the web pages took up VRAM, then ollama let 7% of the models go to the CPU. however, I would like the models to prioritize the video memory, which in fact never eats up the full memory. Currently on Windows CUDA etc, should support shared video memory, I don't want ollama to move some of the model to cpu for execution in this case.

Also, I've gone through a series of experiments to determine how big a model my local machine can run, so I'd prefer to just crash and report an error when the video ",
IssuesEvent,langchain-ai/langchain,Francesco9932,2025-01-21T12:00:43Z,"Ollama embeddings (BAAI/bge-m3) model not found ### Checked other resources

- [x] I added a very descriptive title to this issue.
- [x] I searched the LangChain documentation with the integrated search.
- [x] I used the GitHub search to find a similar question and didn't find it.
- [x] I am sure that this is a bug in LangChain rather than my code.
- [x] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

from langchain_ollama.embeddings import OllamaEmbeddings
from langchain_community.vectorstores import FAISS

EMBED_MODEL_ID = ""BAAI/bge-m3""
embeddings = OllamaEmbeddings(model=EMBED_MODEL_ID)
vectorstore = FAISS.from_documents(docs, embeddings)

### Error Message and Stack Trace (if applicable)

![Image](https://github.com/user-attachments/assets/f6362a53-20f3-402b-afa7-3fd9c208fa57)

### Description

Ollama served on :11434 and embedding model pulled correctly.
Any suggestions?

### System Info

![Ima",
IssueCommentEvent,deepseek-ai/DeepSeek-R1,kaiyliu,2025-01-21T12:03:38Z,Where does it say to generate 64 responses per query to estimate the pass@1？,
IssuesEvent,deepseek-ai/DeepSeek-R1,shouonga,2025-01-21T12:05:44Z,huggingface上distill的qwen模型tokenizer不大正常 请教一下为啥huggingface上distill的qwen模型tokenizer和qwen原生的tokenizer不一致，只是做蒸馏的话应该是保持一致的吧，不知道是否是上传出现了错误。,
